host,target
SLIT2,TLN1
SLIT2,THUMPD1
SLIT2,THTPA
SLIT2,TGFBRAP1
SLIT2,TGFBR3
SLIT2,TFIP11
SLIT2,TFDP2
SLIT2,TERF2
SLIT2,TCP11L2
SLIT2,TCOF1
SLIT2,TBC1D3C
SLIT2,TAF5L
SLIT2,SYT11
SLIT2,SUSD4
SLIT2,SUPT16H
SLIT2,SULF2
SLIT2,SUMF2
SLIT2,STRN4
SLIT2,STK24
SLIT2,STIP1
SLIT2,STAU1
SLIT2,STARD4
SLIT2,ST6GAL1
SLIT2,ST3GAL2
SLIT2,SS18
SLIT2,SRSF9
SLIT2,SRSF10
SLIT2,SRRT
SLIT2,SREBF2
SLIT2,SRA1
SLIT2,SQSTM1
SLIT2,SPOPL
SLIT2,SPIRE1
SLIT2,SPAG9
SLIT2,SP3
SLIT2,SP100
SLIT2,SORT1
SLIT2,SNX4
SLIT2,SNTB1
SLIT2,SNAPIN
SLIT2,SNRPD3
SLIT2,SNAI2
SLIT2,SMYD3
SLIT2,SMARCB1
SLIT2,SLC45A3
SLIT2,SLC39A9
SLIT2,SLC39A10
SLIT2,SLC35F5
SLIT2,SLC35E2B
SLIT2,SLC30A5
SLIT2,SLC25A15
SLIT2,SLC20A2
SLIT2,SLC1A5
SLIT2,SLC10A7
SLIT2,SLAIN2
SLIT2,SIRT6
SLIT2,SIN3A
SLIT2,SIKE1
SLIT2,SIK2
SLIT2,SIAH2
SLIT2,SHROOM2
SLIT2,SH3KBP1
SLIT2,SH3BP1
SLIT2,SGPL1
SLIT2,SFT2D2
SLIT2,SFSWAP
SLIT2,SFPQ
SLIT2,KMT5A
SLIT2,SETBP1
SLIT2,SERPINB6
SLIT2,SEPHS1
SLIT2,SEMA4D
SLIT2,SEMA5A
SLIT2,SEC31A
SLIT2,SEC24A
SLIT2,SEC16A
SLIT2,SDC3
SLIT2,SDF4
SLIT2,SCRN1
SLIT2,SCAPER
SLIT2,SARM1
SLIT2,SATB2
SLIT2,SAP130
SLIT2,SACS
SLIT2,S100A11
SLIT2,RUNX3
SLIT2,RSL1D1
SLIT2,RSF1
SLIT2,RSBN1
SLIT2,RREB1
SLIT2,RPS6KA3
SLIT2,RPS18
SLIT2,RPL8
SLIT2,RPL3
SLIT2,RPL21
SLIT2,RPL15
SLIT2,RORA
SLIT2,RNPS1
SLIT2,RNMT
SLIT2,RNF4
SLIT2,RNF170
SLIT2,RNF10
SLIT2,RHOB
SLIT2,RHOA
SLIT2,RFXAP
SLIT2,RFX5
SLIT2,RFT1
SLIT2,RFC1
SLIT2,REXO2
SLIT2,REV3L
SLIT2,REEP5
SLIT2,RCHY1
SLIT2,RBPJ
SLIT2,RC3H1
SLIT2,RBM6
SLIT2,RBM5
SLIT2,RBM4
SLIT2,RBM18
SLIT2,RBBP9
SLIT2,RASEF
SLIT2,RASA4
SLIT2,RARS2
SLIT2,RANBP3
SLIT2,RAI14
SLIT2,QRICH1
SLIT2,NECTIN2
SLIT2,PURB
SLIT2,PUF60
SLIT2,PTPRK
SLIT2,PTPRG
SLIT2,PTPN14
SLIT2,PTP4A2
SLIT2,PTP4A1
SLIT2,PTK7
SLIT2,PTGFRN
SLIT2,PTCH1
SLIT2,PSME4
SLIT2,PSD3
SLIT2,PRUNE1
SLIT2,PRRC2A
SLIT2,PRPF8
SLIT2,PRKG1
SLIT2,PRKDC
SLIT2,PRKCA
SLIT2,PRKAR1B
SLIT2,PRELID1
SLIT2,PRKAG1
SLIT2,PPP2R5E
SLIT2,PPP2R2A
SLIT2,PPP2CB
SLIT2,PPARD
SLIT2,PPARG
SLIT2,POM121
SLIT2,POLR2A
SLIT2,POLR1A
SLIT2,POLM
SLIT2,PNPLA8
SLIT2,PMPCB
SLIT2,PLS3
SLIT2,PLEKHA5
SLIT2,PKP4
SLIT2,PKM
SLIT2,PITRM1
SLIT2,PIP4K2B
SLIT2,PIP4K2A
SLIT2,PIK3C2B
SLIT2,PI4KA
SLIT2,PHIP
SLIT2,PHF19
SLIT2,PHC2
SLIT2,PGAP2
SLIT2,PFN2
SLIT2,PDZD8
SLIT2,PDLIM7
SLIT2,PDIA6
SLIT2,PDIA4
SLIT2,PDE6D
SLIT2,PDCD6
SLIT2,PCBP2
SLIT2,PARP4
SLIT2,PARP16
SLIT2,PARD3
SLIT2,PAPD7
SLIT2,PANK3
SLIT2,PAM
SLIT2,PALLD
SLIT2,PABPC4
SLIT2,PACS1
SLIT2,OXNAD1
SLIT2,ODC1
SLIT2,NUP214
SLIT2,NUDT5
SLIT2,NUAK2
SLIT2,NSF
SLIT2,NSD1
SLIT2,NRP1
SLIT2,NR6A1
SLIT2,NPTN
SLIT2,NPLOC4
SLIT2,NOSIP
SLIT2,NMRAL1
SLIT2,NLRC5
SLIT2,NIPA2
SLIT2,NHP2
SLIT2,NHSL1
SLIT2,NFATC3
SLIT2,NEDD9
SLIT2,NDUFS1
SLIT2,NCOA4
SLIT2,NAV1
SLIT2,NAPRT
SLIT2,NANP
SLIT2,NAMPTP1
SLIT2,NAMPT
SLIT2,MYO5B
SLIT2,MYO1D
SLIT2,MYO10
SLIT2,BLOC1S5
SLIT2,MTR
SLIT2,MTOR
SLIT2,MTMR4
SLIT2,MTMR3
SLIT2,MTHFD1L
SLIT2,MTMR10
SLIT2,MSL1
SLIT2,MSC
SLIT2,MRPS2
SLIT2,MRPS18A
SLIT2,MRPL43
SLIT2,MRPL13
SLIT2,MORC2
SLIT2,MNT
SLIT2,MMP16
SLIT2,KMT2A
SLIT2,KMT2D
SLIT2,MKI67
SLIT2,MID1
SLIT2,MFN2
SLIT2,MET
SLIT2,METTL8
SLIT2,MEIS2
SLIT2,MEA1
SLIT2,MDM2
SLIT2,MCM3AP
SLIT2,MBOAT2
SLIT2,MB21D2
SLIT2,MARCKS
SLIT2,MAP3K9
SLIT2,MAP3K5
SLIT2,MAP3K11
SLIT2,MAP2K3
SLIT2,MAP2K7
SLIT2,MAML2
SLIT2,MAGED4B
SLIT2,LYRM2
SLIT2,LYPD6B
SLIT2,LTBP4
SLIT2,LRRFIP1
SLIT2,LRIG1
SLIT2,LOXL2
SLIT2,LGR4
SLIT2,LARS
SLIT2,LARP4B
SLIT2,LANCL2
SLIT2,LANCL1
SLIT2,KSR1
SLIT2,L3MBTL1
SLIT2,PPP1R21
SLIT2,KLHL21
SLIT2,KLF12
SLIT2,KLF10
SLIT2,KIRREL3
SLIT2,KIF21B
SLIT2,KIF15
SLIT2,KIAA1644
SLIT2,KIAA1522
SLIT2,KIAA1549
SLIT2,CFAP97
SLIT2,FAM214A
SLIT2,MYORG
SLIT2,KIAA1147
SLIT2,KIAA0319L
SLIT2,KDM6A
SLIT2,KCNMA1
SLIT2,KCNK6
SLIT2,KBTBD2
SLIT2,JARID2
SLIT2,IWS1
SLIT2,ITPK1
SLIT2,ITM2C
SLIT2,ITGB1
SLIT2,ITGAV
SLIT2,IPO8
SLIT2,IPO5
SLIT2,INTS1
SLIT2,INHBA
SLIT2,IMPDH2
SLIT2,IMMP2L
SLIT2,IGF2R
SLIT2,IGF1R
SLIT2,IFFO2
SLIT2,IER3IP1
SLIT2,ICMT
SLIT2,ICA1L
SLIT2,HSPG2
SLIT2,HSP90B1
SLIT2,HS6ST2
SLIT2,HPS4
SLIT2,HP1BP3
SLIT2,HMGXB4
SLIT2,HMGA1
SLIT2,HMGB2
SLIT2,HLCS
SLIT2,HLA-E
SLIT2,HLA-A
SLIT2,HJURP
SLIT2,HIVEP3
SLIT2,HIPK2
SLIT2,HFM1
SLIT2,HEATR1
SLIT2,HDGF
SLIT2,HDAC8
SLIT2,HARBI1
SLIT2,GSPT1
SLIT2,GPBP1L1
SLIT2,GPR157
SLIT2,GOLPH3L
SLIT2,GOLGB1
SLIT2,GNB4
SLIT2,GNB1
SLIT2,GNAS
SLIT2,GNA12
SLIT2,GMDS
SLIT2,GLMN
SLIT2,GLIS3
SLIT2,GLG1
SLIT2,GIT2
SLIT2,GAPDH
SLIT2,GALNT18
SLIT2,GAB2
SLIT2,FYCO1
SLIT2,TIMM10B
SLIT2,FUBP1
SLIT2,FSHR
SLIT2,FRMD4A
SLIT2,FOXO3
SLIT2,FOXK1
SLIT2,FNIP1
SLIT2,FNDC3B
SLIT2,FNBP4
SLIT2,FN1
SLIT2,FLNB
SLIT2,FLNA
SLIT2,FKBP10
SLIT2,FERMT2
SLIT2,FBXW2
SLIT2,FBXO41
SLIT2,FBXL5
SLIT2,FBXL4
SLIT2,FBN2
SLIT2,FAT1
SLIT2,FAM83E
SLIT2,RIPOR1
SLIT2,FAM172A
SLIT2,DENND6A
SLIT2,FAM104A
SLIT2,FAM102B
SLIT2,FADS2
SLIT2,FADS1
SLIT2,EXT1
SLIT2,ERMP1
SLIT2,ERLIN1
SLIT2,EPC1
SLIT2,EPHB2
SLIT2,EMB
SLIT2,ELAVL1
SLIT2,EIF4G3
SLIT2,EIF4G1
SLIT2,EIF4A2
SLIT2,EIF3E
SLIT2,EIF2S3
SLIT2,EIF2B5
SLIT2,EIF2B1
SLIT2,EIF2A
SLIT2,EID2B
SLIT2,EFTUD2
SLIT2,EEF1G
SLIT2,EEF1D
SLIT2,EDEM3
SLIT2,DPYSL3
SLIT2,DPM2
SLIT2,DOK1
SLIT2,DOCK10
SLIT2,DOCK9
SLIT2,DNTTIP2
SLIT2,DNPEP
SLIT2,DNMT1
SLIT2,DNHD1
SLIT2,DNAJC2
SLIT2,DNAJC11
SLIT2,DNAJA4
SLIT2,DMTF1
SLIT2,DLG1
SLIT2,DIS3L2
SLIT2,DICER1
SLIT2,DIABLO
SLIT2,DHCR7
SLIT2,DGKZ
SLIT2,DGAT2
SLIT2,DEAF1
SLIT2,DDX6
SLIT2,DDX58
SLIT2,DDX17
SLIT2,DCP2
SLIT2,DCAKD
SLIT2,DCBLD2
SLIT2,DCAF8
SLIT2,DCAF5
SLIT2,DAPK1
SLIT2,CYB5R3
SLIT2,CUX1
SLIT2,CUL3
SLIT2,CTSB
SLIT2,CTNNAL1
SLIT2,CTNNA1
SLIT2,CSDC2
SLIT2,CREBBP
SLIT2,CREB3L1
SLIT2,CPOX
SLIT2,CPSF1
SLIT2,COX7A2L
SLIT2,COX15
SLIT2,CORO1C
SLIT2,COPS3
SLIT2,COPS2
SLIT2,CNOT1
SLIT2,CNDP2
SLIT2,CLSTN1
SLIT2,CLIP2
SLIT2,CLEC16A
SLIT2,CLCF1
SLIT2,CHST5
SLIT2,CHKB
SLIT2,CHD8
SLIT2,CHD2
SLIT2,CHCHD2
SLIT2,CDK11A
SLIT2,CDC42EP3
SLIT2,CDC42BPA
SLIT2,CD163L1
SLIT2,CD44
SLIT2,CCNF
SLIT2,CCNL2
SLIT2,CCND3
SLIT2,CCDC80
SLIT2,CCDC71
SLIT2,CBX8
SLIT2,CBX1
SLIT2,CBL
SLIT2,CAPZB
SLIT2,CARD11
SLIT2,CAP1
SLIT2,C9orf3
SLIT2,COA1
SLIT2,SNHG15
SLIT2,CCZ1B
SLIT2,PXDC1
SLIT2,C3orf52
SLIT2,OSER1
SLIT2,C1orf159
SLIT2,SZRD1
SLIT2,TMEM259
SLIT2,C19orf12
SLIT2,EMC7
SLIT2,C11orf54
SLIT2,LBHD1
SLIT2,CACUL1
SLIT2,BUD31
SLIT2,TSPOAP1
SLIT2,BTBD2
SLIT2,BRF2
SLIT2,BRD7
SLIT2,BMP1
SLIT2,BCL2L1
SLIT2,BCAS4
SLIT2,BCL11B
SLIT2,BCAS2
SLIT2,BAP1
SLIT2,BAG6
SLIT2,AXIN1
SLIT2,AVL9
SLIT2,AUTS2
SLIT2,AURKAIP1
SLIT2,ATXN7L1
SLIT2,ATXN1
SLIT2,ATP6V1H
SLIT2,ATR
SLIT2,ATP6AP1
SLIT2,ATP5B
SLIT2,ATP2B4
SLIT2,ATP1B1
SLIT2,ATM
SLIT2,ATL2
SLIT2,ASPM
SLIT2,ATAD1
SLIT2,ASB2
SLIT2,ASAP2
SLIT2,ARPP19
SLIT2,ARPC1B
SLIT2,ARNT
SLIT2,ARL6IP1
SLIT2,ARID1A
SLIT2,ARHGAP17
SLIT2,APC
SLIT2,AP2A2
SLIT2,ANXA2
SLIT2,ANO6
SLIT2,ANKRD52
SLIT2,ANKRD10
SLIT2,ANKFY1
SLIT2,ALMS1
SLIT2,ANK3
SLIT2,AKNAD1
SLIT2,AIG1
SLIT2,ADH5
SLIT2,ADARB1
SLIT2,ADAM17
SLIT2,ADAM12
SLIT2,ACTR8
SLIT2,ACTR2
SLIT2,ACTB
SLIT2,ACIN1
SLIT2,ACACA
SLIT2,ABL1
SLIT2,ABHD2
SLIT2,ABHD11
SLIT2,ABCF2
SLIT2,ABCA13
SLIT2,AAAS
SLIT2,RIMKLB
SLIT2,CCDC74B
SLIT2,CCDC74A
SLIT2,FAM198B
SLIT2,CCDC88C
SLIT2,C17orf102
SLIT2,PAK2
SLIT2,CASS4
SLIT2,PRLR
SLIT2,ZNF354C
SLIT2,HIST1H2BK
SLIT2,UBE2V1
SLIT2,TMEM64
SLIT2,TMEM189-UBE2V1
SLIT2,TMEM189
SLIT2,NRAS
SLIT2,ELL2
SLIT2,GLDN
SLIT2,MAP3K21
SLIT2,MTPAP
SLIT2,SHMT1
SLIT2,PPP6C
SLIT2,H2AFX
SLIT2,PAWR
SLIT2,NAA15
SLIT2,SLC35C2
SLIT2,ELOVL6
SLIT2,OIP5
SLIT2,GDE1
SLIT2,SALL3
SLIT2,ZNF566
SLIT2,RHOQ
SLIT2,GFPT1
SLIT2,DAZAP1
SLIT2,CCDC6
SLIT2,NDUFA6
SLIT2,CDKN2AIP
SLIT2,VAT1
SLIT2,PPP1CC
SLIT2,POC1B-GALNT4
SLIT2,LNPEP
SLIT2,GPRC5B
SLIT2,GALNT4
SLIT2,ETNK1
SLIT2,CNNM2
SLIT2,ZNF813
SLIT2,LMNB1
SLIT2,PAIP2
SLIT2,KSR2
SLIT2,AGO1
SLIT2,CD99
SLIT2,PDCD4
SLIT2,SRRM4
SLIT2,RAB30
SLIT2,CYP24A1
SLIT2,TEX9
SLIT2,WDR66
SLIT2,SEMA3G
SLIT2,RPL35
SLIT2,HNRNPA1L2
SLIT2,TFRC
SLIT2,RPP25
SLIT2,NUP210
SLIT2,HNRNPA1
SLIT2,POU2F2
SLIT2,SMO
SLIT2,E2F2
SLIT2,HMOX1
SLIT2,SLIT3
SLIT2,WASF3
SLIT2,KIT
SLIT2,VPS51
SLIT2,MMP2
SLIT2,RPS6KB1
SLIT2,BCL9
SLIT2,IST1
SLIT2,NPAP1
SLIT2,CDKN2C
SLIT2,RDH10
SLIT2,ERVMER34-1
SLIT2,PSMB5
SLIT2,SATB1
SLIT3,MORC3
SLIT3,STAMBP
SLIT3,ZNF268
SLIT3,HOOK1
SLIT3,KLF3
SLIT3,ZC4H2
SLIT3,USP6NL
SLIT3,RABEPK
SLIT3,TET3
SLIT3,POLR3E
SLIT3,GNG12
SLIT3,DCTN4
SLIT3,RPL41
SLIT3,SON
SLIT3,KLHL36
SLIT3,TOR1B
SLIT3,KCNJ6
SLIT3,ZNF512B
SLIT3,STRN
SLIT3,PPIL1
SLIT3,WSB2
SLIT3,TMEM81
SLIT3,PIGW
SLIT3,FOXA1
SLIT3,YOD1
SLIT3,FRS2
SLIT3,ARID5B
SLIT3,ZNF195
SLIT3,PPP2CA
SLIT3,ZNF415
SLIT3,ZNF846
SLIT3,ZNF117
SLIT3,MOCS3
SLIT3,SETD5
SLIT3,SESN3
SLIT3,ZNF655
SLIT3,RNF11
SLIT3,LHX6
SLIT3,ZDHHC22
SLIT3,RAB3IP
SLIT3,UBE4B
SLIT3,XRCC5
SLIT3,GSTO2
SLIT3,ZNF208
SLIT3,TPGS2
SLIT3,PLAGL2
SLIT3,ZNF83
SLIT3,OLA1
SLIT3,TMEM248
SLIT3,KIAA0907
SLIT3,FAM20B
SLIT3,TSPAN1
SLIT3,SOBP
SLIT3,CDC27
SLIT3,MOB3A
SLIT3,TMEM263
SLIT3,E2F5
SLIT3,FOXK2
SLIT3,ACSM2A
SLIT3,ZFP69B
STXBP5L,BTG2
STXBP5L,SH3GLB1
STXBP5L,CALM3
STXBP5L,CCNT2
STXBP5L,NKIRAS2
STXBP5L,GOLGA7
STXBP5L,NASP
STXBP5L,ULBP2
STXBP5L,VEGFA
STXBP5L,CDK6
STXBP5L,PLAG1
STXBP5L,BTC
STXBP5L,NEDD9
STXBP5L,SGK1
STXBP5L,NUFIP2
STXBP5L,P3H1
STXBP5L,HDGF
STXBP5L,G2E3
STXBP5L,FRK
STXBP5L,CTC1
STXBP5L,CSRNP2
STXBP5L,COMMD2
STXBP5L,RAET1L
STXBP5L,COL4A1
STXBP5L,SLC7A5P2
STXBP5L,PPY
STXBP5L,GLDN
STXBP5L,MCL1
STXBP5L,DEPDC1
STXBP5L,MDM2
STXBP5L,HIST1H3D
STXBP5L,DYNLT1
STXBP5L,CASP8
STXBP5L,PTP4A1
STXBP5L,ISG20L2
STXBP5L,FEM1B
STXBP5L,WWTR1
STXBP5L,YY1
STXBP5L,SPRTN
STXBP5L,CPSF6
STXBP5L,CBX6
STXBP5L,CTTNBP2NL
STXBP5L,ALDOA
STXBP5L,ENTPD1
STXBP5L,SMARCC2
STXBP5L,YY2
STXBP5L,ZNF286A
STXBP5L,CEP63
STXBP5L,EPHX2
STXBP5L,MRM3
STXBP5L,EEA1
STXBP5L,ZNF850
STXBP5L,TRIM72
STXBP5L,ZFPM1
STXBP5L,PRY2
STXBP5L,PRY
STXBP5L,CNBP
STXBP5L,OTUD4
STXBP5L,FAM71F2
STXBP5L,CD276
STXBP5L,NLRP9
STXBP5L,SLC30A10
STXBP5L,UBE2Q1
STXBP5L,BMT2
TATDN1,FLT1
TATDN1,GALNTL6
TATDN1,CYP4V2
TATDN1,TMEM50A
TATDN1,NPY4R
TATDN1,SYNJ2BP
TATDN1,XPO7
TATDN1,DAZAP2
TATDN1,ATL3
TATDN1,NFAT5
TATDN1,ARNTL
TATDN1,NHLRC3
TATDN1,SLC46A1
TATDN1,PDPK1
TATDN1,DYRK1A
TATDN1,ZNF83
TATDN1,DCK
TATDN1,MTHFD2
TATDN1,CD59
TATDN1,ZNF781
TATDN1,ZDHHC5
TATDN1,PRRX1
TATDN1,NAA15
TATDN1,NDNF
TATDN1,VCAM1
TATDN1,TMEM119
TATDN1,PLCL1
TATDN1,PKIA
TATDN1,ERGIC2
TATDN1,ANKRD50
TATDN1,AHSA2
TATDN1,ROBO2
TATDN1,PLP1
TATDN1,ZNF805
TATDN1,ZFP91
TATDN1,ITGA8
TATDN1,E2F8
TATDN1,RPS3
TATDN1,ALG1
TATDN1,YAF2
TATDN1,UBE2H
TATDN1,TMEM245
TATDN1,SYAP1
TATDN1,POC1B-GALNT4
TATDN1,MYORG
TATDN1,GALNT4
TATDN1,DUSP8
TATDN1,CA8
TATDN1,ZNF286A
TATDN1,IWS1
TATDN1,ZNF286B
TATDN1,SLC3A2
TATDN1,QSER1
TATDN1,SPRY4
TATDN1,SLC35B4
TATDN1,OSTF1
TATDN1,HBS1L
TATDN1,ACAA2
TATDN1,TG
TATDN1,ACSM2A
TATDN1,CACNA1B
TATDN1,PDHB
TATDN1,IKZF2
TATDN1,NFKBID
TATDN1,LAMTOR3
TATDN1,TRAPPC13
TATDN1,ZNF747
TATDN1,WDR70
TATDN1,WDR26
TATDN1,LINC00598
TATDN1,TNRC6C
TATDN1,SMU1
TATDN1,RNF150
TATDN1,PI4K2A
TATDN1,PHF13
TATDN1,LZIC
TATDN1,LNPEP
TATDN1,GAN
TATDN1,CAPRIN1
TATDN1,WDR17
TATDN1,IP6K1
TATDN1,HOOK3
TATDN1,A1CF
TATDN1,CPA4
TATDN1,TACR3
TATDN1,EBNA1BP2
TATDN1,HNRNPA1L2
TATDN1,YAP1
TATDN1,NUP210
TATDN1,HNRNPA1
TATDN1,CLN8
TATDN1,BTG1
TATDN1,ANP32B
TATDN1,RNF146
TATDN1,SPOPL
TATDN1,THBS2
TATDN1,CCDC18
TATDN1,NPCA1
TATDN1,PECR
TATDN1,ZNF585B
TATDN1,TAF2
TATDN1,PDE3A
TATDN1,SERINC3
TATDN1,TAL2
TATDN1,OAF
TATDN1,LRP6
TATDN1,EREG
TATDN1,DSEL
TATDN1,MEAF6
TATDN1,EHD3
TATDN1,PLA2G16
GPR75-ASB3,NDUFS1
GPR75-ASB3,SYNJ2BP
GPR75-ASB3,PCP4L1
GPR75-ASB3,MORF4L2
GPR75-ASB3,ORMDL1
GPR75-ASB3,NLK
GPR75-ASB3,FEM1B
GPR75-ASB3,SLC46A1
GPR75-ASB3,UNG
GPR75-ASB3,PEX5L
GPR75-ASB3,KIAA1522
GPR75-ASB3,TMEM74B
GPR75-ASB3,FEZ2
GPR75-ASB3,OLAH
GPR75-ASB3,SULT1B1
GPR75-ASB3,RAF1
GPR75-ASB3,PLGRKT
GPR75-ASB3,ACVR1C
GPR75-ASB3,CCNG1
GPR75-ASB3,SRSF11
GPR75-ASB3,ZBTB10
GPR75-ASB3,FBXO28
GPR75-ASB3,MOB1A
GPR75-ASB3,ZNF669
GPR75-ASB3,THAP2
GPR75-ASB3,NAV1
GPR75-ASB3,MRVI1
GPR75-ASB3,TLN1
GPR75-ASB3,CLNK
GPR75-ASB3,ARAP2
GPR75-ASB3,MKX
GPR75-ASB3,ZSCAN23
GPR75-ASB3,PRRC2B
GPR75-ASB3,LAT2
GPR75-ASB3,RBMXL1
GPR75-ASB3,PAK5
GPR75-ASB3,MAGT1
GPR75-ASB3,KCNA4
GPR75-ASB3,TMX4
GPR75-ASB3,OR51E2
GPR75-ASB3,TMEM2
GPR75-ASB3,RDH10
GPR75-ASB3,ATP1B3
GPR75-ASB3,TSPAN6
GPR75-ASB3,TXNDC12
GPR75-ASB3,HMGCR
GPR75-ASB3,AGPAT4
GPR75-ASB3,METTL7A
GPR75-ASB3,LINC00598
GPR75-ASB3,GPR183
GPR75-ASB3,CASP8
GPR75-ASB3,SLC28A1
GPR75-ASB3,ZBTB34
GPR75-ASB3,PCBP1
GPR75-ASB3,SRRT
GPR75-ASB3,TXLNG
GPR75-ASB3,PCBP2
GPR75-ASB3,KLHDC10
GPR75-ASB3,ARSE
GPR75-ASB3,STARD5
GPR75-ASB3,AGK
GPR75-ASB3,ATIC
GPR75-ASB3,AQR
GPR75-ASB3,ZMYM2
GPR75-ASB3,TCEA1
GPR75-ASB3,ZNF460
GPR75-ASB3,TTC14
GPR75-ASB3,G2E3
GPR75-ASB3,FAM83C
GPR75-ASB3,MYLK
GPR75-ASB3,NUS1
GPR75-ASB3,FAM71F2
GPR75-ASB3,ZNF442
GPR75-ASB3,C9orf170
GPR75-ASB3,XPNPEP2
GPR75-ASB3,BCAS2
GPR75-ASB3,SLC37A4
GPR75-ASB3,MAML3
GPR75-ASB3,CACNG7
GPR75-ASB3,UBA6
GPR75-ASB3,IRF2BP2
GPR75-ASB3,GLO1
GPR75-ASB3,ZNF853
GPR75-ASB3,WLS
GPR75-ASB3,TMEM200C
GPR75-ASB3,GGA2
GPR75-ASB3,CNNM2
GPR75-ASB3,IL7R
GPR75-ASB3,ZNF680
GPR75-ASB3,POTED
GPR75-ASB3,RIMBP3C
GPR75-ASB3,KIF21A
GPR75-ASB3,DOCK7
GPR75-ASB3,CEP70
GPR75-ASB3,KCNK2
GPR75-ASB3,CAPZA1
GPR75-ASB3,NUP50
GPR75-ASB3,SMC2
GPR75-ASB3,ITGA3
GPR75-ASB3,TERT
CDH13,GXYLT1
CDH13,ABHD17C
CDH13,KCNN3
CDH13,RNF20
CDH13,ZNF418
CDH13,MSH3
CDH13,HS3ST1
CDH13,PCP4L1
CDH13,IFNLR1
CDH13,PDZD11
CDH13,CREBRF
CDH13,ARHGAP21
CDH13,RNF222
CDH13,GATS
CDH13,RPL28
CDH13,CD2AP
CDH13,CASP16P
CDH13,TMEM101
CDH13,LONRF3
CDH13,ARF1
CDH13,LSM14A
CDH13,TRIM10
CDH13,FAM204A
CDH13,SPINT2
CDH13,FAM208A
CDH13,TNFSF4
CDH13,TNRC6C
CDH13,LENG9
CDH13,NCS1
CDH13,NFIC
CDH13,FAM126B
CDH13,LMX1A
CDH13,COL19A1
CDH13,RUSC2
CDH13,MRVI1
CDH13,CCR5
CDH13,CLNK
CDH13,GJD3
CDH13,CRISPLD2
CDH13,CLIC5
CDH13,CACNG8
CDH13,EMCN
CDH13,PLCXD3
CDH13,EDARADD
CDH13,MYOCD
CDH13,GPR107
CDH13,SMARCE1
CDH13,RGS6
CDH13,RDH13
CDH13,SPOP
CDH13,TNFAIP8L2
CDH13,NIPA1
CDH13,DZIP1L
CDH13,AP1M1
CDH13,TNFRSF13C
CDH13,UBN1
CDH13,SLC43A2
CDH13,RBMS3
CDH13,FASN
CDH13,EPB41L4B
CDH13,DENND5B
CDH13,CXXC5
CDH13,BDP1
CDH13,NFKBID
CDH13,ZZZ3
CDH13,PDE3A
CDH13,BPNT1
CDH13,NR3C1
CDH13,NAIF1
CDH13,KDELR1
CDH13,PDCD10
CDH13,SYK
CDH13,RNF103-CHMP3
CDH13,CYB5R4
CDH13,CHMP3
CDH13,SZT2
CDH13,BACE2
CDH13,ZNF391
CDH13,TPD52L2
CDH13,ZFP36L1
CDH13,CISD2
CDH13,CLCN3
CDH13,POTED
CDH13,SEMA6D
NPR1,RAB5B
NPR1,TXNIP
NPR1,LITAF
NPR1,TGFBR1
NPR1,CCND2
NPR1,TRIM71
NPR1,REEP3
NPR1,ZNF514
NPR1,PDE6D
NPR1,HRNR
NPR1,C17orf80
NPR1,MLLT1
NPR1,HAX1
NPR1,SLC35F6
NPR1,RPL22
NPR1,ZNF740
NPR1,NOLC1
NPR1,FOS
NPR1,DR1
NPR1,ABCD2
NPR1,F2RL2
NPR1,VSIG2
NPR1,SULT1B1
NPR1,RAB32
NPR1,GPR137C
NPR1,FAM241A
NPR1,LSM8
NPR1,TNPO1
NPR1,FGD6
NPR1,C2orf69
NPR1,TCF7L2
NPR1,RCC2
NPR1,KIAA1456
NPR1,MTRNR2L1
NPR1,MTRNR2L11
NPR1,ZNF460
NPR1,SASH1
NPR1,AZI2
NPR1,XRCC2
NPR1,PLA2G16
NPR1,SPOP
NPR1,JAG2
NPR1,PPP2R3A
NPR1,SYNGR1
NPR1,CREM
NPR1,ATP9A
NPR1,AMMECR1L
NPR1,NR2C2
NPR1,ZWILCH
NPR1,MECP2
NPR1,USP12
NPR1,CCDC141
NPR1,QSOX1
NUMA1,MKLN1
NUMA1,PEG10
NUMA1,TOMM20
NUMA1,LRP10
NUMA1,GPIHBP1
NUMA1,NOC2L
NUMA1,IGFBP4
NUMA1,TBC1D19
NUMA1,LTBP2
NUMA1,PACSIN1
NUMA1,EFNB1
NUMA1,XPO4
NUMA1,TSR1
NUMA1,TAOK1
NUMA1,KMT5A
NUMA1,RDH10
NUMA1,MSN
NUMA1,KLHL21
NUMA1,KLHDC3
NUMA1,KLF16
NUMA1,GPX7
NUMA1,GPRC5A
NUMA1,SESTD1
NUMA1,NRXN3
NUMA1,MNT
NUMA1,SUMO2
NUMA1,DYRK1A
NUMA1,METTL14
NUMA1,TSC22D3
NUMA1,MTHFD2
NUMA1,TARP
NUMA1,GNG4
NUMA1,DNAJC24
NUMA1,ZNF853
NUMA1,PPP6R1
NUMA1,EMP2
NUMA1,ZNF333
NUMA1,CLIC4
NUMA1,PODXL
NUMA1,SCOC
NUMA1,CXorf36
NUMA1,UBE2V1
NUMA1,TMEM189-UBE2V1
NUMA1,TMEM189
NUMA1,MTF2
NUMA1,NCKIPSD
NUMA1,ZNF529
NUMA1,GGCX
NUMA1,MRM3
NUMA1,ANGPT4
NUMA1,LRRC47
NUMA1,PPM1L
